tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres
tt10443766,Waiting for Spring,Haru Matsu Bokura,2018,109,Sport
tt10450770,Clinging with Hate,Clinging with Hate,2018,132,"Action,Drama"
tt10453472,Jonas Kaufmann: Under the Stars,Jonas Kaufmann: Under the Stars,2018,120,\N
tt10456442,Je-ju-do ya-han-bam,Je-ju-do ya-han-bam,2018,103,"Drama,Romance"
tt10464450,La batalla del volcan,La batalla del volcan,2018,93,Documentary
tt10465900,Cut,Cut,2018,4,\N
tt10465998,The Imposible Mission,The Imposible Mission,2018,63,"Action,Crime,Drama"
tt10466204,On Air,On Air,2018,80,Documentary
tt10467354,El Misterio del Padre Pío,El Misterio del Padre Pío,2018,80,Documentary
tt10467460,Young-ju,Young-ju,2018,100,Drama
tt10467508,IPC Section: Bharya Bandhu,IPC Section: Bharya Bandhu,2018,109,Drama
tt10467542,Trickle Down Town,Trickle Down Town,2018,112,Documentary
tt10471750,Child of the Kingdom,Child of the Kingdom,2018,88,Drama
tt10472104,Today & Not Tomorrow,Today & Not Tomorrow,2018,76,Documentary
tt10472316,La batalla del volcan,La batalla del volcan,2018,93,Documentary
tt10473356,Megõrzés folyamatban,Megõrzés folyamatban,2018,52,Documentary
tt10473358,Cave Crocs of Gabon,Cave Crocs of Gabon,2018,50,Documentary
tt10473414,The Bravest Escort Group,The Bravest Escort Group,2018,90,"Action,History"
tt10473636,Outskirts: Route 66 (The Road Once Travelled),Outskirts: Route 66 (The Road Once Travelled),2018,82,Documentary
tt10475304,A Woman's Place,A Woman's Place,2018,62,Documentary
tt10476336,Bi ye zuo pin,Bi ye zuo pin,2018,86,"Adventure,Romance"
tt10476424,La batalla del volcan,La batalla del volcan,2018,93,Documentary
tt10476788,TanaCon: What Really Happened,TanaCon: What Really Happened,2018,89,Documentary
tt10477214,United,United,2018,47,Drama
tt10478834,Nariman i ego bratya,Nariman i ego bratya,2018,77,Drama
tt10480242,Me!,Me!,2018,24,Drama
tt10481020,Le Collectionneur,Le Collectionneur,2018,52,Documentary
tt10485932,Hear Us,Hear Us,2018,50,Music
tt10488892,The Redtails,The Redtails,2018,89,"Adventure,Comedy"
tt10489552,Hotel Auschwitz,Hotel Auschwitz,2018,75,"Comedy,Drama"
tt10490584,3 Days 2 Nights,3 Days 2 Nights,2018,80,Drama
tt10491082,Neglect,Neglect,2018,104,Documentary
tt10491806,The Age of Awakening,The Age of Awakening,2018,108,Documentary
tt10492728,La fiesta de todes,La fiesta de todes,2018,45,Comedy
tt10492736,Esperando la carnosa,Esperando la carnosa,2018,45,Drama
tt10492896,Reasonable_2,Reasonable_2,2018,240,"Animation,Crime"
tt10498722,Juan Balucas at ang Bayabas,Juan Balucas at ang Bayabas,2018,85,"Adventure,Comedy,Fantasy"
tt10499448,La Caleta,La Caleta,2018,90,Comedy
tt10499456,Cao Cao and Yang Xiu,Cao Cao and Yang Xiu,2018,121,\N
tt10499646,Bondo- un anno che ci ha cambiati,Bondo- un anno che ci ha cambiati,2018,52,Documentary
tt10500532,Dawning,Dawning,2018,100,Drama
tt10501808,Outskirts: The Big Land,Outskirts: The Big Land,2018,76,Documentary
tt10505100,Sem par nechistykh,Sem par nechistykh,2018,78,"Action,Adventure,Drama"
tt10505424,Ne chuzhie,Ne chuzhie,2018,78,Drama
tt10506946,Sa Femina Accabadora - La dama della buona morte,Sa Femina Accabadora - La dama della buona morte,2018,53,Documentary
tt10509642,"I Go Gaga, My Dear","Bokemasukara, yoroshiku onegaishimasu.",2018,102,Documentary
tt10510748,"Norvège, les ombres sur la mer","Norvège, les ombres sur la mer",2018,80,Documentary
tt10510988,Zuzula,Zuzula,2018,18,"Horror,Thriller"
tt10514454,Solitude,Solitude,2018,1,\N
tt10515340,At the Door,At the Door,2018,99,Horror
tt10515668,A Vipassana musical,A Vipassana musical,2018,68,Musical
tt10515944,Simon,Simon,2018,52,Drama
tt10519888,The Memphis Belle: A Story of a Flying Fortress - The Restoration,The Memphis Belle: A Story of a Flying Fortress - The Restoration,2018,45,Documentary
tt10520880,Spirit of Jaguar,Tien Jaguára,2018,67,Documentary
tt10525480,The Dependence,The Dependence,2018,90,Drama
tt10529922,Let's Talk About Sex,Let's Talk About Sex,2018,76,Documentary
tt10533744,Vladimir and William,Vladimir and William,2018,99,Documentary
tt10533880,China Peacekeeping Forces,Zhong guo lan kui,2018,96,"Action,Drama,War"
tt10534040,Bludgeon,Bludgeon,2018,90,"Documentary,Sport"
tt10534052,The Fifth Region,The Fifth Region,2018,47,Documentary
tt10534974,Why I Am Here,Why I Am Here,2018,65,"Animation,Documentary"
tt10534976,Taro Okamoto's Okinawa,Taro Okamoto's Okinawa,2018,121,Documentary
tt10535246,Korazon Okupao(Occupied Heart),Korazon Okupao(Occupied Heart),2018,88,Comedy
tt10535278,Benefit of Billy Hipkins,Benefit of Billy Hipkins,2018,20,"Biography,Documentary,History"
tt10538920,"In Our Voice: The Chemehuevi, Hopi & Navajo Perspectives","In Our Voice: The Chemehuevi, Hopi & Navajo Perspectives",2018,55,Documentary
tt10540200,Paranormal Boogaloo,Paranormal Boogaloo,2018,51,Comedy
tt10541096,Bosc,Bosc,2018,84,"Drama,Mystery,Thriller"
tt10542730,Augmented Organism,Augmented Organism,2018,67,"Fantasy,Music,Musical"
tt10544158,Happy Lamento,Happy Lamento,2018,90,Documentary
tt10544554,Mechanical Heart,Mechanical Heart,2018,132,"Comedy,Drama"
tt10545476,Man Divaneh Nistam,Man Divaneh Nistam,2018,100,"Comedy,Drama"
tt10547830,Barbara Blu,Barbara Blu,2018,76,"Drama,Horror,Thriller"
tt10549056,Eve and Emily,Eve and Emily,2018,84,Drama
tt10549360,BlackRose,BlackRose,2018,120,Drama
tt10550990,Nothing left - just that summer,Nothing left - just that summer,2018,155,"Comedy,Drama,History"
tt10552778,A Tree Remembers...,Ena dentro thymatai,2018,88,"Documentary,History,War"
tt10556164,Mawari kagura,Mawari kagura,2018,94,Documentary
tt10556220,The Egg Lasts,L'oeuf dure,2018,113,Comedy
tt10559212,Los Niños de Maria,Los Niños de Maria,2018,57,Documentary
tt10560958,Road to Roots,Road to Roots,2018,34,"Adventure,Documentary,History"
tt10560970,Beyond the Fence,Beyond the Fence,2018,18,"Documentary,Family,Sport"
tt10564598,Moroccana,Moroccana,2018,78,"Documentary,Music"
tt10564814,700 Requins dans la Nuit,700 Requins dans la Nuit,2018,92,Documentary
tt10564842,Catch 22,Catch 22,2018,6,Drama
tt10565396,The Righteous Path,The Righteous Path,2018,143,Drama
tt10567498,Lift,Lift,2018,95,Drama
tt10570190,The Future Cries Beneath Our Soil,The Future Cries Beneath Our Soil,2018,96,"Documentary,History"
tt10573300,Boy Soldiers: The Secret War in Okinawa,Boy Soldiers: The Secret War in Okinawa,2018,114,"Documentary,History,War"
tt10573816,A day in your life,A day in your life,2018,17,Drama
tt10577862,The one who crossed the earth,The one who crossed the earth,2018,19,"Drama,Fantasy"
tt10578106,Blowout: Inside America's Energy Gamble,Blowout: Inside America's Energy Gamble,2018,79,Documentary
tt10579610,Cherry (A Stephanie James Film),Cherry (A Stephanie James Film),2018,74,Drama
tt10580336,Douch,Douch,2018,78,"Drama,Family"
tt10582738,The Male Gaze: First Kiss,The Male Gaze: First Kiss,2018,98,"Comedy,Drama"
tt10583120,Blue Roses,Blue Roses,2018,55,Documentary
tt10584558,Juntas,Juntas,2018,71,Documentary
tt10585156,Khroniki vidika: legendy epokhi VHS,Khroniki vidika: legendy epokhi VHS,2018,178,Documentary
tt10585290,Der marktgerechte Patient,Der marktgerechte Patient,2018,82,Documentary
tt10586852,Arrieros,Arrieros,2018,75,Documentary
tt10587618,Almost 10.000 Voters,Almost 10.000 Voters,2018,64,Documentary
tt10588622,Schatzkammer Berlin - Die Stiftung preussischer Kulturbesitz,Schatzkammer Berlin - Die Stiftung preussischer Kulturbesitz,2018,87,Documentary
tt10588688,13 Andares,13 Andares,2018,90,Drama
tt10590038,Operation Undercover 2: Poisonous Dragon,Operation Undercover 2: Poisonous Dragon,2018,87,"Action,Crime"
tt10590148,Ghost Boxing 3,Ghost Boxing 3,2018,76,Action
tt10590478,Bhagat Singh Di Udeek,Bhagat Singh Di Udeek,2018,96,Drama
tt10590546,Girls of the Moon,Girls of the Moon,2018,61,Documentary
tt10592884,"Encandilan luces, viaje psicotrópico con Los Síquicos Litoraleños","Encandilan luces, viaje psicotrópico con Los Síquicos Litoraleños",2018,80,Documentary
tt10594652,Couteau suisse,Couteau suisse,2018,59,\N
tt10597306,The Wall,The Wall,2018,81,\N
tt10597610,American Detective,American Detective,2018,79,Mystery
tt10601996,Crossing the Line,Crossing the Line,2018,56,"Documentary,Sport"
tt10602826,KAYA: The Mystery Unfolds,KAYA: The Mystery Unfolds,2018,119,Mystery
tt10604738,Branded Fate,Branded Fate,2018,86,Action
tt10606032,11:40,11:40,2018,12,Family
tt10614074,Kinetics,Kinetics,2018,51,Drama
tt10615388,Sedução da Carne,Sedução da Carne,2018,70,Drama
tt10620116,The endless stories,The endless stories,2018,85,Documentary
tt10620870,Leaving Eden Live Xtreme Rockumentary,Leaving Eden Live Xtreme Rockumentary,2018,53,Documentary
tt10622212,Casos Complejos,Casos Complejos,2018,81,"Drama,Thriller"
tt10623116,Mataindios,Mataindios,2018,76,Drama
tt10623262,Alt e' såre vel - en film om Terje Nilsen,Alt e' såre vel - en film om Terje Nilsen,2018,66,"Documentary,Music"
tt10626534,Transgression,Transgression,2018,99,Drama
tt10627704,Sob o Olhar das Estrelas,Sob o Olhar das Estrelas,2018,80,Documentary
tt10628132,Love story in XiangXi,Love story in XiangXi,2018,99,Drama
tt10628516,A Genealogy of History of Insanity,A Genealogy of History of Insanity,2018,54,Mystery
tt10634370,From Africa with Love: Greekethiopics,Apo tin Afriki me agapi: Ellinoaithiopika,2018,47,Documentary
tt10635054,The Forgotten Island,The Forgotten Island,2018,60,Drama
tt10637886,"Elsewhere, TX","Elsewhere, TX",2018,84,Western
tt10645080,Bangladesh School Day,Bangladesh School Day,2018,5,Documentary
tt10645908,Aperti al pubblico,Aperti al pubblico,2018,60,Documentary
tt10647670,Latin Ass Breeders,Latin Ass Breeders,2018,113,Adult
tt10648268,"Park Reverse Neutral Drive, PRND (Director's cut)","Park Reverse Neutral Drive, PRND (Director's cut)",2018,83,Thriller
tt10648596,Envestigatè,Envestigatè,2018,88,Drama
tt10654794,Deconstructing the Beatles' Magical Mystery Tour,Deconstructing the Beatles' Magical Mystery Tour,2018,98,Documentary
tt10654808,Hariye Jawa,Hariye Jawa,2018,90,Romance
tt10661306,Overcome,Overcome,2018,15,"Documentary,Drama,History"
tt10661902,A Breast Expose': The Breast Kept Secret,A Breast Expose': The Breast Kept Secret,2018,77,Documentary
tt10662176,Phantom Islands,Phantom Islands,2018,86,Drama
tt10665480,Secret Music,Secret Music,2018,80,Documentary
tt10666438,Le monde de Paolo Sorrentino,Le monde de Paolo Sorrentino,2018,52,"Biography,Documentary"
tt10675920,Tang Men,Tang Men,2018,70,"Action,Adventure"
tt10676534,Iceland Airwaves Full Circle,Iceland Airwaves Full Circle,2018,71,Documentary
tt10681928,Iye the others,Iye the others,2018,71,"Drama,Fantasy"
tt10686242,The Uganda Project,The Uganda Project,2018,74,Documentary
tt10686282,Party on the Moon,Party on the Moon,2018,79,Documentary
tt10687226,Pente kala gliafia... tria fraga,Pente kala gliafia... tria fraga,2018,68,Documentary
tt10688282,Redemption,Redemption,2018,174,Crime
tt10691924,Olympique Lyonnais vs Manchester City F.C.,Olympique Lyonnais vs Manchester City F.C.,2018,90,Sport
tt10693740,Kill-Fist,Kill-Fist,2018,97,"Action,Thriller"
tt10697822,Da ming ping yao zhuan,Da ming ping yao zhuan,2018,84,"Action,Fantasy"
tt10700818,Palace II - 3 Quartos com Vista para o Mar,Palace II - 3 Quartos com Vista para o Mar,2018,84,Documentary
tt10703806,Light Wraps Me,Light Wraps Me,2018,71,Drama
tt10703902,Metatitanic,Metatitanic,2018,47,Romance
tt10706078,Reencuentro,Reencuentro,2018,61,Drama
tt10709176,Tian Mu,Tian Mu,2018,99,Drama
tt10712600,An Inconvenient Goof,An Inconvenient Goof,2018,50,Documentary
tt10719944,eROTik,eROTik,2018,70,Horror
tt10725374,Das Leben vor dem Tod,Das Leben vor dem Tod,2018,107,Documentary
tt1072748,Winchester,Winchester,2018,99,"Biography,Drama,Fantasy"
tt10728940,BearCat Wilson: Catfish Bob's Revenge,BearCat Wilson: Catfish Bob's Revenge,2018,86,"Action,Comedy,Thriller"
tt10731742,Socorro Evolution,Socorro Evolution,2018,55,"Documentary,Sport"
tt10736446,The Sea Between Us,The Sea Between Us,2018,52,Documentary
tt10738484,The Roof of Africa,The Roof of Africa,2018,91,Documentary
tt10746674,Party Day Massacre Stories,Party Day Massacre Stories,2018,76,"Comedy,Horror"
tt10750950,Nino's Lesson,HaSheur shel Nino,2018,50,"Documentary,Music"
tt10754230,Hanother: Urban Spaces of Possibilities for Sustainable Futures,Hanother: Urban Spaces of Possibilities for Sustainable Futures,2018,88,Documentary
tt10755518,Hier,Hier,2018,49,Documentary
tt10761118,Border Cut,Graniczne ciecie,2018,71,Documentary
tt10766466,True Colors,True Colors,2018,68,Crime
tt10771518,"Damn You, Roland Ruby!","Damn You, Roland Ruby!",2018,115,Comedy
tt10772038,Rocket: Live at the Whisky,Rocket: Live at the Whisky,2018,65,Music
tt10773026,Les démons de Ludivine,Les démons de Ludivine,2018,53,\N
tt10780540,Cinema Fighters,Cinema Fighters,2018,94,Drama
tt10782442,Sow,Sow,2018,83,"Fantasy,Music,Mystery"
tt10785476,Hasta el cielo lloró,Hasta el cielo lloró,2018,121,Documentary
tt10786026,Uta Monogatari: Cinema Fighters Project,Uta Monogatari: Cinema Fighters Project,2018,97,Drama
tt10786658,Untitled Marfa Project,Untitled Marfa Project,2018,17,Drama
tt10788200,My Little Dancing Shoes,My Little Dancing Shoes,2018,52,Documentary
tt10791086,Mientras llega el Papa,Mientras llega el Papa,2018,47,Documentary
tt10792696,Voo Doo Tata,Voo Doo Tata,2018,82,Comedy
tt10793100,Bella Danza,Bella Danza,2018,50,Drama
tt10794480,Tottenham Hotspur vs Huddersfield Town,Tottenham Hotspur vs Huddersfield Town,2018,90,Sport
tt10794484,Liverpool vs Newcastle United,Liverpool vs Newcastle United,2018,90,Sport
tt10794492,Southampton vs Liverpool,Southampton vs Liverpool,2018,90,Sport
tt10794494,Liverpool vs Tottenham Hotspur,Liverpool vs Tottenham Hotspur,2018,90,Sport
tt10794504,Manchester United vs Huddersfield Town,Manchester United vs Huddersfield Town,2018,90,Sport
tt10794506,Swansea City vs Liverpool,Swansea City vs Liverpool,2018,90,Sport
tt10794510,Burnley vs Manchester United,Burnley vs Manchester United,2018,90,Sport
tt10794512,Liverpool vs Manchester City,Liverpool vs Manchester City,2018,90,Sport
tt10794516,Chelsea vs Leicester City,Chelsea vs Leicester City,2018,90,Sport
tt10794520,Burnley vs Liverpool,Burnley vs Liverpool,2018,90,Sport
tt10794648,Ills of Society,Ills of Society,2018,99,Drama
tt10794684,Manchester United vs Liverpool,Manchester United vs Liverpool,2018,90,Sport
tt10794694,Liverpool vs Watford,Liverpool vs Watford,2018,90,Sport
tt10794698,Huddersfield Town vs Crystal Palace,Huddersfield Town vs Crystal Palace,2018,90,Sport
tt10794708,Crystal Palace vs Liverpool,Crystal Palace vs Liverpool,2018,90,Sport
tt10794712,Chelsea vs Tottenham Hotspur,Chelsea vs Tottenham Hotspur,2018,90,Sport
tt10794724,Manchester City vs Manchester United,Manchester City vs Manchester United,2018,90,Sport
tt10794730,Everton vs Liverpool,Everton vs Liverpool,2018,90,Sport
tt10794740,Liverpool vs Bournemouth,Liverpool vs Bournemouth,2018,90,Sport
tt10794750,Manchester United vs West Bromwich Albion,Manchester United vs West Bromwich Albion,2018,90,Sport
tt10794754,West Bromwich Albion vs Liverpool,West Bromwich Albion vs Liverpool,2018,90,Sport
tt10794758,Liverpool vs Stoke City,Liverpool vs Stoke City,2018,90,Sport
tt10794760,Manchester United vs Arsenal,Manchester United vs Arsenal,2018,90,Sport
tt10794766,West Bromwich Albion vs Tottenham Hotspur,West Bromwich Albion vs Tottenham Hotspur,2018,90,Sport
tt10794772,Chelsea vs Liverpool,Chelsea vs Liverpool,2018,90,Sport
tt10794804,Liverpool vs West Ham United,Liverpool vs West Ham United,2018,90,Sport
tt10794836,Huddersfield Town vs Chelsea,Huddersfield Town vs Chelsea,2018,90,Sport
tt10794838,Arsenal vs Manchester City,Arsenal vs Manchester City,2018,90,Sport
tt10794848,Tottenham Hotspur vs Fulham,Tottenham Hotspur vs Fulham,2018,90,Sport
tt10794852,Brighton and Hove Albion vs Manchester United,Brighton and Hove Albion vs Manchester United,2018,90,Sport
tt10794858,Arsenal vs West Ham United,Arsenal vs West Ham United,2018,90,Sport
tt10794860,Newcastle United vs Chelsea,Newcastle United vs Chelsea,2018,90,Sport
tt10794864,Chelsea vs Bournemouth,Chelsea vs Bournemouth,2018,90,Sport
tt10794870,Burnley Football Club vs Manchester United,Burnley Football Club vs Manchester United,2018,90,Sport
tt10794874,Manchester City vs Fulham,Manchester City vs Fulham,2018,90,Sport
tt10794880,Everton vs West Ham United,Everton vs West Ham United,2018,90,Sport
tt10794890,Liverpool vs Southampton,Liverpool vs Southampton,2018,90,Sport
tt10794896,Huddersfield Town vs Tottenham Hotspur,Huddersfield Town vs Tottenham Hotspur,2018,90,Sport
tt10794902,Cardiff City vs Burnley,Cardiff City vs Burnley,2018,90,Sport
tt10794908,Tottenham Hotspur vs Cardiff City,Tottenham Hotspur vs Cardiff City,2018,90,Sport
tt10794912,Liverpool Football Club vs Manchester City F.C.,Liverpool Football Club vs Manchester City F.C.,2018,90,Sport
tt10794918,Liverpool vs Cardiff City,Liverpool vs Cardiff City,2018,90,Sport
tt10794924,Southampton vs Watford,Southampton vs Watford,2018,90,Sport
tt10794930,Manchester United vs Crystal Palace,Manchester United vs Crystal Palace,2018,90,Sport
tt10794932,Watford vs Liverpool,Watford vs Liverpool,2018,90,Sport
tt10794934,Manchester City vs Bournemouth,Manchester City vs Bournemouth,2018,90,Sport
tt10794936,Liverpool vs Everton,Liverpool vs Everton,2018,90,Sport
tt10794938,Manchester United vs Arsenal Football Club,Manchester United vs Arsenal Football Club,2018,90,Sport
tt10794940,Manchester United vs Fulham,Manchester United vs Fulham,2018,90,Sport
tt10794944,Liverpool vs Manchester United,Liverpool vs Manchester United,2018,90,Sport
tt10794948,Tottenham Hotspur vs Burnley,Tottenham Hotspur vs Burnley,2018,90,Sport
tt10794956,Chelsea Football Club vs Leicester City Football Club,Chelsea Football Club vs Leicester City Football Club,2018,90,Sport
tt10794960,Everton vs Tottenham Hotspur,Everton vs Tottenham Hotspur,2018,90,Sport
tt10794962,Liverpool Football Club vs Newcastle United F.C.,Liverpool Football Club vs Newcastle United F.C.,2018,90,Sport
tt10794966,Liverpool vs Arsenal,Liverpool vs Arsenal,2018,90,Sport
tt10794986,Tottenham Hotspur vs Wolverhampton Wanderers,Tottenham Hotspur vs Wolverhampton Wanderers,2018,90,Sport
tt10795346,Russia vs Saudi Arabia,Russia vs Saudi Arabia,2018,90,Sport
tt10795352,Egypt vs Uruguay,Egypt vs Uruguay,2018,90,Sport
tt10795356,France vs Australia,France vs Australia,2018,90,Sport
tt10795358,Argentina vs Iceland,Argentina vs Iceland,2018,90,Sport
tt10795362,Morocco vs Iran,Morocco vs Iran,2018,90,Sport
tt10795364,Costa Rica vs Serbia,Costa Rica vs Serbia,2018,90,Sport
tt10795392,Germany vs Mexico,Germany vs Mexico,2018,90,Sport
tt10795402,Sweden vs Korea Republic,Sweden vs Korea Republic,2018,90,Sport
tt10795406,Belgium vs Panama,Belgium vs Panama,2018,90,Sport
tt10795418,Colombia vs Japan,Colombia vs Japan,2018,90,Sport
tt10795424,Russia vs Egypt,Russia vs Egypt,2018,90,Sport
tt10795434,Portugal vs Morocco,Portugal vs Morocco,2018,90,Sport
tt10795440,Denmark vs Australia,Denmark vs Australia,2018,90,Sport
tt10795450,France vs Peru,France vs Peru,2018,90,Sport
tt10795452,Argentina vs Croatia,Argentina vs Croatia,2018,90,Sport
tt10795456,Brazil vs Costa Rica,Brazil vs Costa Rica,2018,90,Sport
tt10795458,Belgium vs Tunisia,Belgium vs Tunisia,2018,90,Sport
tt10795466,Korea Republic vs Mexico,Korea Republic vs Mexico,2018,90,Sport
tt10795468,England vs Panama,England vs Panama,2018,90,Sport
tt10795470,Japan vs Senegal,Japan vs Senegal,2018,90,Sport
tt10795476,Saudi Arabia vs Egypt,Saudi Arabia vs Egypt,2018,90,Sport
tt10795478,Australia vs Peru,Australia vs Peru,2018,90,Sport
tt10795486,Denmark vs France,Denmark vs France,2018,90,Sport
tt10795490,Korea Republic vs Germany,Korea Republic vs Germany,2018,90,Sport
tt10795494,Senegal vs Colombia,Senegal vs Colombia,2018,90,Sport
tt10795502,France vs Argentina,France vs Argentina,2018,90,Sport
tt10795508,Spain vs Russia,Spain vs Russia,2018,130,Sport
tt10795522,Brazil vs Mexico,Brazil vs Mexico,2018,90,Sport
